ID,Latitude,Longtitude,Province,District,Commune,Sub-regional,Plot,Lot,Site,Forest owner,Land type,Original resources of forest,Date,Priority,Contractor,Status
127,11.4064,108.119094,Lam Dong,Di Linh,Bao Thuan,707A,6,3,Bao Thuan,Forestry One Member Limited Liability Company Bao Thuan,Poor evergreen broad-leaved natural forest,Natural forest,9/10/2018 0:00,Low,,Not Verified
128,11.3963,108.071825,Lam Dong,Di Linh,Gia Bac,708,6,16,Gia Bac village,Forestry One Member Limited Liability Company Di Linh,Medium coniferous natural forest,Natural forest,9/10/2018 0:00,Low,K' Tem,Not Verified
129,11.3951,107.972467,Lam Dong,Di Linh,Hoa Bac,712,4,5,Long Ho,BQL RPH Hũa Bắc - Hũa Nam,Mixed natural bamboo forest,Natural forest,9/10/2018 0:00,Low,K' SASORI,Not Verified
130,11.3913,108.196417,Lam Dong,Di Linh,Tam Bo,723,3,9,Tam Bo,Forestry One Member Limited Liability Company Tam Hiep,Mixed natural bamboo forest,Natural forest,9/10/2018 0:00,Low,,Not Verified
131,11.3852,107.970513,Lam Dong,Di Linh,Hoa Bac,712,6,10,K Vang,BQL RPH Hũa Bắc - Hũa Nam,Poor evergreen broad-leaved natural forest,Natural forest,9/10/2018 0:00,Low,K' SASORI,Not Verified
132,11.3807,108.078513,Lam Dong,Di Linh,Gia Bac,708,11,17,Gia Bac village,Forestry One Member Limited Liability Company Di Linh,Medium coniferous natural forest,Natural forest,9/10/2018 0:00,Low,K 'V×n,Not Verified
133,11.3731,108.058121,Lam Dong,Di Linh,Son Dien,709B,9,32,Son Dien village,Forestry One Member Limited Liability Company Di Linh,Medium evergreen broad-leaved natural forest,Natural forest,9/10/2018 0:00,Low,K' Nam,Not Verified
134,11.3721,108.159137,Lam Dong,Di Linh,Bao Thuan,722,11,5,Bao Thuan,Forestry One Member Limited Liability Company Bao Thuan,Poor deciduous broadleaf natural forest,Natural forest,9/10/2018 0:00,Low,K' Nhªs,Not Verified
135,11.3718,108.159271,Lam Dong,Di Linh,Bao Thuan,722,11,5,Bao Thuan,Forestry One Member Limited Liability Company Bao Thuan,Poor deciduous broadleaf natural forest,Natural forest,9/10/2018 0:00,Low,K' Nhªs,Not Verified
136,11.3627,108.116098,Lam Dong,Di Linh,Gia Bac,719,8,7,Gia Bac village,Forestry One Member Limited Liability Company Di Linh,Mixed natural bamboo forest,Natural forest,9/10/2018 0:00,Low,,Not Verified
137,11.3395,108.187658,Lam Dong,Di Linh,Bao Thuan,742,3,5,Bao Thuan,Forestry One Member Limited Liability Company Bao Thuan,Mixed natural bamboo forest,Natural forest,9/10/2018 0:00,Low,,Not Verified
138,11.3333,108.153486,Lam Dong,Di Linh,Gia Bac,731,8,2,Gia Bac village,Forestry One Member Limited Liability Company Di Linh,Mixed natural bamboo forest,Natural forest,9/10/2018 0:00,Low,,Not Verified
139,11.3327,108.205894,Lam Dong,Di Linh,Bao Thuan,743,6,10,Bao Thuan,Forestry One Member Limited Liability Company Bao Thuan,Poor deciduous broadleaf natural forest,Natural forest,9/10/2018 0:00,Low,,Not Verified
140,11.2987,108.067335,Lam Dong,Di Linh,Gia Bac,735,4,6,Gia Bac,Community of  Da Hong village,Natural bambusa procera forest,Natural forest,9/10/2018 0:00,Medium,,Not Verified
141,11.2831,108.110493,Lam Dong,Di Linh,Gia Bac,739,6,7,Gia Bac village,Forestry One Member Limited Liability Company Di Linh,Mixed natural bamboo forest,Natural forest,9/10/2018 0:00,Low,K' Ke,Not Verified
142,11.4637,107.994287,Lam Dong,Di Linh,Hoa Bac,688,8,3,Hoa Bac 1,BQL RPH Hũa Bắc - Hũa Nam,Poor evergreen broad-leaved natural forest,Natural forest,9/22/2018 0:00,Low,K' Gíp,Not Verified
143,11.4349,107.931818,Lam Dong,Di Linh,Hoa Bac,690,2,1,Village 11 - Hoa Bac,BQL RPH Hũa Bắc - Hũa Nam,Other plantation forest,Plantation forest,9/22/2018 0:00,Low,U Van B_n,Not Verified
144,11.4221,107.977901,Lam Dong,Di Linh,Hoa Bac,711,4,9,Doi Ong Thu,BQL RPH Hũa Bắc - Hũa Nam,Mixed natural bamboo forest,Natural forest,9/22/2018 0:00,Low,Chu Van Duong,Not Verified
145,11.3915,108.067688,Lam Dong,Di Linh,Gia Bac,708,7,15,Gia Bac village,Forestry One Member Limited Liability Company Di Linh,The planted timber forest has no reserve,Plantation forest,9/22/2018 0:00,Low,,Not Verified
146,11.3731,108.058211,Lam Dong,Di Linh,Son Dien,709B,9,32,Son Dien village,Forestry One Member Limited Liability Company Di Linh,Medium evergreen broad-leaved natural forest,Natural forest,9/22/2018 0:00,Low,K' Nam,Not Verified
147,11.2882,108.051166,Lam Dong,Di Linh,Son Dien,734,8,3,Son Dien village,Limited Liability Company Tien Le,Mixed natural bamboo forest,Natural forest,9/22/2018 0:00,High,,Not Verified
148,11.4443,108.143371,Lam Dong,Di Linh,Bao Thuan,706,1,3,Bao Thuan,Forestry One Member Limited Liability Company Bao Thuan,Poor evergreen broad-leaved natural forest,Natural forest,9/22/2018 0:00,Low,Phòng C.Tr BCHQS LĐ,Not Verified
149,11.4106,108.123824,Lam Dong,Di Linh,Bao Thuan,707A,5,2,Bao Thuan,Forestry One Member Limited Liability Company Bao Thuan,Natural poor broadleaf and poor coniferous forests,Natural forest,9/22/2018 0:00,Low,,Not Verified
150,11.4065,108.119161,Lam Dong,Di Linh,Bao Thuan,707A,6,3,Bao Thuan,Forestry One Member Limited Liability Company Bao Thuan,Poor evergreen broad-leaved natural forest,Natural forest,9/22/2018 0:00,Medium,,Not Verified
151,11.312,108.092195,Lam Dong,Di Linh,Gia Bac,735,2,12,Gia Bac village,Forestry One Member Limited Liability Company Di Linh,Recovered evergreen broad-leaved natural forest,Natural forest,9/22/2018 0:00,High,K' Nen,Not Verified
152,11.2831,108.110583,Lam Dong,Di Linh,Gia Bac,739,6,7,Gia Bac village,Forestry One Member Limited Liability Company Di Linh,Mixed natural bamboo forest,Natural forest,9/22/2018 0:00,Low,K' Ke,Not Verified
153,11.5574,108.152848,Lam Dong,Di Linh,Bao Thuan,665,8,6,Bao Thuan,Forestry One Member Limited Liability Company Bao Thuan,Medium evergreen broad-leaved natural forest,Natural forest,9/22/2018 0:00,Low,K' Hi_u,Not Verified
154,11.4482,108.063541,Lam Dong,Di Linh,Gung Re,695,3,1,Gung Re village,Forestry One Member Limited Liability Company Di Linh,Medium evergreen broad-leaved natural forest,Natural forest,9/22/2018 0:00,Medium,K' BRim (Gaoh),Not Verified
155,11.3872,108.07019,Lam Dong,Di Linh,Gia Bac,708,8,7,Gia Bac village,Forestry One Member Limited Liability Company Di Linh,Medium coniferous natural forest,Natural forest,9/22/2018 0:00,Low,K' Nang,Not Verified
156,11.4826,108.032206,Lam Dong,Di Linh,Gung Re,686B,1,7,Gung Re,Group Joint Stock Company Tan Mai,Other plantation forest,Plantation forest,9/22/2018 0:00,Low,,Not Verified
157,11.5227,108.215937,Lam Dong,Di Linh,Tam Bo,676,5,3,Tam Bo,Forestry One Member Limited Liability Company Tam Hiep,Mixed natural bamboo forest,Natural forest,9/22/2018 0:00,Low,K'Lanh,Not Verified
158,11.7611,107.988763,Lam Dong,Di Linh,Dinh Trang Thuong,609,2,7,Dinh Trang Thuong,Board of protection forest management Tan Thuong,Mixed natural bamboo forest,Natural forest,10/16/2018 0:00,Low,Nguyễn Quang Tuấn,Not Verified
159,11.6028,108.142316,Lam Dong,Di Linh,Dinh Lac,647A,1,18,Ka Quynh village,Commune People's Committee,Other plantation forest,Plantation forest,10/16/2018 0:00,Low,,Not Verified
160,11.4907,108.004132,Lam Dong,Di Linh,Lien Dam,660B,4,67,Lien Dam,Group Joint Stock Company Tan Mai,Other plantation forest,Plantation forest,10/16/2018 0:00,Low,,Not Verified
161,11.3878,108.055695,Lam Dong,Di Linh,Son Dien,709B,9,1,Son Dien village,Forestry One Member Limited Liability Company Di Linh,Other plantation forest,Plantation forest,10/16/2018 0:00,High,K' Nam,Not Verified
162,11.3768,107.995275,Lam Dong,Di Linh,Son Dien,715,3,3,Son Dien village,Forestry One Member Limited Liability Company Di Linh,Mixed natural bamboo forest,Natural forest,10/16/2018 0:00,Low,K' Deng,Not Verified
163,11.3349,108.154133,Lam Dong,Di Linh,Gia Bac,731,8,1,Gia Bac village,Forestry One Member Limited Liability Company Di Linh,Poor evergreen broad-leaved natural forest,Natural forest,10/16/2018 0:00,Low,,Not Verified
164,11.2393,108.055875,Lam Dong,Di Linh,Son Dien,737A,6,7,Son Dien village,Forestry One Member Limited Liability Company Di Linh,Poor evergreen broad-leaved natural forest,Natural forest,10/16/2018 0:00,Low,K' NÊm,Not Verified
165,11.5277,108.041554,Lam Dong,Di Linh,Lien Dam,660A,2,18,Lien Dam village,Forestry One Member Limited Liability Company Di Linh,Other plantation forest,Plantation forest,10/28/2018 0:00,Low,BCH QS Huyện Di Linh,Not Verified
166,11.5251,108.150423,Lam Dong,Di Linh,Bao Thuan,674,2,1,Bao Thuan,Forestry One Member Limited Liability Company Bao Thuan,Medium evergreen broad-leaved natural forest,Natural forest,10/28/2018 0:00,Medium,K' Hi_u,Not Verified
167,11.5185,108.243129,Lam Dong,Di Linh,Tam Bo,677,2,15,Tam Bo,Forestry One Member Limited Liability Company Tam Hiep,Mixed natural bamboo forest,Natural forest,10/28/2018 0:00,Low,Ya Bieu,Not Verified
168,11.402,108.046474,Lam Dong,Di Linh,Son Dien,709B,3,9,Son Dien village,Forestry One Member Limited Liability Company Di Linh,Poor evergreen broad-leaved natural forest,Natural forest,10/28/2018 0:00,Low,K' Ti_n,Not Verified
169,11.3748,108.158642,Lam Dong,Di Linh,Bao Thuan,722,11,1,Bao Thuan,Forestry One Member Limited Liability Company Bao Thuan,Mixed natural bamboo forest,Natural forest,10/28/2018 0:00,Low,K' Nhªs,Not Verified
170,11.3731,108.155274,Lam Dong,Di Linh,Bao Thuan,721,10,6,Bao Thuan,Forestry One Member Limited Liability Company Bao Thuan,Poor deciduous broadleaf natural forest,Natural forest,10/28/2018 0:00,Low,,Not Verified
171,11.3729,108.15448,Lam Dong,Di Linh,Bao Thuan,721,9,6,Bao Thuan,Forestry One Member Limited Liability Company Bao Thuan,Mixed natural bamboo forest,Natural forest,10/28/2018 0:00,Medium,,Not Verified
172,11.7783,107.9053401,Lam Dong,Di Linh,Dinh Trang Thuong,606,6,10,Dinh Trang Thuong,Board of protection forest management Tan Thuong,Poor evergreen broad-leaved natural forest,Natural forest,11/9/2018 0:00,Low,K' N_o,Not Verified
173,11.6899,108.0477796,Lam Dong,Di Linh,Tan Thuong,618B,5,2,Village 3,Commune People's Committee,Mixed natural bamboo forest,Natural forest,11/9/2018 0:00,Medium,,Not Verified
174,11.6891,108.0483742,Lam Dong,Di Linh,Tan Thuong,618A,8,2,Village 3,Commune People's Committee,Poor evergreen broad-leaved natural forest,Natural forest,11/9/2018 0:00,Low,,Not Verified
175,11.6197,108.0214825,Lam Dong,Di Linh,Tan Chau,621B,3,2,Tan Chau,Board of protection forest management Tan Thuong,Other plantation forest,Plantation forest,11/9/2018 0:00,Medium,,Not Verified
176,11.5956,108.1948595,Lam Dong,Di Linh,Tam Bo,645,7,5,Tam Bo,Forestry One Member Limited Liability Company Tam Hiep,The planted timber forest has no reserve,Plantation forest,11/9/2018 0:00,Medium,,Not Verified
177,11.5545,108.1422482,Lam Dong,Di Linh,Bao Thuan,665,8,5,Bao Thuan,Forestry One Member Limited Liability Company Bao Thuan,Other plantation forest,Plantation forest,11/9/2018 0:00,Low,K'Br_n,Not Verified
178,11.5461,108.121259,Lam Dong,Di Linh,Bao Thuan,664,6,14,Bao Thuan,Forestry One Member Limited Liability Company Bao Thuan,Poor evergreen broad-leaved natural forest,Natural forest,11/9/2018 0:00,Low,,Not Verified
179,11.5428,108.1916368,Lam Dong,Di Linh,Tam Bo,672,1,51,Tam Bo,Forestry One Member Limited Liability Company Tam Hiep,Mixed natural bamboo forest,Natural forest,11/9/2018 0:00,Medium,Ya Hem,Not Verified
180,11.5397,108.1922394,Lam Dong,Di Linh,Tam Bo,672,1,51,Tam Bo,Forestry One Member Limited Liability Company Tam Hiep,Mixed natural bamboo forest,Natural forest,11/9/2018 0:00,Low,Ya Hem,Not Verified
181,11.538,108.1861034,Lam Dong,Di Linh,Tam Bo,672,1,51,Tam Bo,Forestry One Member Limited Liability Company Tam Hiep,Mixed natural bamboo forest,Natural forest,11/9/2018 0:00,Low,Ya Hem,Not Verified
182,11.5379,108.186174,Lam Dong,Di Linh,Tam Bo,672,4,3,Tam Bo,Forestry One Member Limited Liability Company Tam Hiep,Poor evergreen broad-leaved natural forest,Natural forest,11/9/2018 0:00,Low,K'Bon,Not Verified
183,11.5342,108.2281271,Lam Dong,Di Linh,Tam Bo,676,2,2,Tam Bo,Forestry One Member Limited Liability Company Tam Hiep,Other plantation forest,Plantation forest,11/9/2018 0:00,Medium,Ya Phuong,Not Verified
184,11.5288,108.206333,Lam Dong,Di Linh,Tam Bo,671,15,10,Tam Bo,Forestry One Member Limited Liability Company Tam Hiep,Mixed natural bamboo forest,Natural forest,11/9/2018 0:00,Medium,K'Toh,Not Verified
185,11.5284,108.2598376,Lam Dong,Di Linh,Tam Bo,678,2,8,Tam Bo,Forestry One Member Limited Liability Company Tam Hiep,Mixed natural bamboo forest,Natural forest,11/9/2018 0:00,Medium,K'Chi,Not Verified
186,11.5281,108.207367,Lam Dong,Di Linh,Tam Bo,671,15,10,Tam Bo,Forestry One Member Limited Liability Company Tam Hiep,Mixed natural bamboo forest,Natural forest,11/9/2018 0:00,Low,K'Toh,Not Verified
187,11.5279,108.2325064,Lam Dong,Di Linh,Tam Bo,676,2,11,Tam Bo,Forestry One Member Limited Liability Company Tam Hiep,Mixed natural bamboo forest,Natural forest,11/9/2018 0:00,Low,K'Lanh,Not Verified
188,11.5278,108.0415728,Lam Dong,Di Linh,Lien Dam,660A,2,18,Lien Dam village,Forestry One Member Limited Liability Company Di Linh,Other plantation forest,Plantation forest,11/9/2018 0:00,Low,BCH QS Huyện Di Linh,Not Verified
189,11.5265,108.2117778,Lam Dong,Di Linh,Tam Bo,671,15,14,Tam Bo,Forestry One Member Limited Liability Company Tam Hiep,Poor evergreen broad-leaved natural forest,Natural forest,11/9/2018 0:00,Low,K'Toh,Not Verified
190,11.5262,108.2807235,Lam Dong,Di Linh,Tam Bo,678,4,4,Tam Bo,Forestry One Member Limited Liability Company Tam Hiep,Mixed natural bamboo forest,Natural forest,11/9/2018 0:00,Medium,K'Sep,Not Verified
191,11.525,108.2690903,Lam Dong,Di Linh,Tam Bo,678,3,8,Tam Bo,Forestry One Member Limited Liability Company Tam Hiep,Mixed natural bamboo forest,Natural forest,11/9/2018 0:00,Medium,K'Sep,Not Verified
192,11.5242,108.2236355,Lam Dong,Di Linh,Tam Bo,676,1,8,Tam Bo,Forestry One Member Limited Liability Company Tam Hiep,Mixed natural bamboo forest,Natural forest,11/9/2018 0:00,Low,,Not Verified
193,11.5089,108.0414278,Lam Dong,Di Linh,Gung Re,661A,4,48,Gung Re,Commune People's Committee,Medium coniferous natural forest,Natural forest,11/9/2018 0:00,Low,,Not Verified
194,11.5033,108.1371368,Lam Dong,Di Linh,Bao Thuan,682,5,2,Bao Thuan,Forestry One Member Limited Liability Company Bao Thuan,Medium evergreen broad-leaved natural forest,Natural forest,11/9/2018 0:00,Low,K' Nh¬r,Not Verified
195,11.501,108.0774796,Lam Dong,Di Linh,Gung Re,662B,8,60,Gung Re,Group Joint Stock Company Tan Mai,Other plantation forest,Plantation forest,11/9/2018 0:00,Low,,Not Verified
196,11.4965,108.2259519,Lam Dong,Di Linh,Tam Bo,680,1,6,Tam Bo,Forestry One Member Limited Liability Company Tam Hiep,Mixed natural bamboo forest,Natural forest,11/9/2018 0:00,Medium,,Not Verified
197,11.4842,108.0136368,Lam Dong,Di Linh,Lien Dam,660B,5,25,Lien Dam village,Forestry One Member Limited Liability Company Di Linh,Other plantation forest,Plantation forest,11/9/2018 0:00,High,BCH QS Huyện Di Linh,Not Verified
198,11.4686,108.0124939,Lam Dong,Di Linh,Lien Dam,660B,7,59,Lien Dam,Group Joint Stock Company Tan Mai,Other plantation forest,Plantation forest,11/9/2018 0:00,Low,,Not Verified
199,11.3899,108.0449766,Lam Dong,Di Linh,Son Dien,709B,5,18,Son Dien village,Forestry One Member Limited Liability Company Di Linh,Poor evergreen broad-leaved natural forest,Natural forest,11/9/2018 0:00,Low,K' Minh,Not Verified
200,11.3812,108.0776593,Lam Dong,Di Linh,Gia Bac,708,11,16,Gia Bac village,Forestry One Member Limited Liability Company Di Linh,Mixed natural bamboo forest,Natural forest,11/9/2018 0:00,Low,K 'NiÓng,Not Verified
201,11.3783,107.940553,Lam Dong,Di Linh,Hoa Bac,713,2,5,Long Ho,BQL RPH Hũa Bắc - Hũa Nam,Mixed natural bamboo forest,Natural forest,11/9/2018 0:00,Low,K' Bung,Not Verified
202,11.3748,108.1586424,Lam Dong,Di Linh,Bao Thuan,722,11,1,Bao Thuan,Forestry One Member Limited Liability Company Bao Thuan,Mixed natural bamboo forest,Natural forest,11/9/2018 0:00,Low,K' Nhªs,Not Verified
203,11.3729,108.1544802,Lam Dong,Di Linh,Bao Thuan,721,9,6,Bao Thuan,Forestry One Member Limited Liability Company Bao Thuan,Mixed natural bamboo forest,Natural forest,11/9/2018 0:00,Medium,,Not Verified
204,11.3709,108.0004502,Lam Dong,Di Linh,Son Dien,715,5,5,Son Dien village,Forestry One Member Limited Liability Company Di Linh,Mixed natural bamboo forest,Natural forest,11/9/2018 0:00,Low,K' NhiÓu,Not Verified
205,11.8007,107.9065003,Lam Dong,Di Linh,Dinh Trang Thuong,606,2,2,Dinh Trang Thuong,Board of protection forest management Tan Thuong,Natural bambusa procera forest,Natural forest,11/21/2018 0:00,Medium,K'b¤NG,Not Verified
206,11.7782,107.9053464,Lam Dong,Di Linh,Dinh Trang Thuong,606,6,10,Dinh Trang Thuong,Board of protection forest management Tan Thuong,Poor evergreen broad-leaved natural forest,Natural forest,11/21/2018 0:00,Low,K' N_o,Not Verified
207,11.6196,108.0214921,Lam Dong,Di Linh,Tan Chau,621B,3,2,Tan Chau,Board of protection forest management Tan Thuong,Other plantation forest,Plantation forest,11/21/2018 0:00,Low,,Not Verified
208,11.5923,108.1975574,Lam Dong,Di Linh,Tam Bo,645,3,6,Tam Bo,Forestry One Member Limited Liability Company Tam Hiep,Mixed natural bamboo forest,Natural forest,11/21/2018 0:00,Low,Ya Tai,Not Verified
209,11.5211,108.0266213,Lam Dong,Di Linh,Lien Dam,660A,5,3,Lien Dam,Group Joint Stock Company Tan Mai,Other plantation forest,Plantation forest,11/21/2018 0:00,Low,,Not Verified
210,11.5103,108.0811338,Lam Dong,Di Linh,Gung Re,662B,9,27,Gung Re,Group Joint Stock Company Tan Mai,Other plantation forest,Plantation forest,11/21/2018 0:00,Low,,Not Verified
211,11.4969,108.0561522,Lam Dong,Di Linh,Gung Re,685,1,6,Gung Re village,Forestry One Member Limited Liability Company Di Linh,Other plantation forest,Plantation forest,11/21/2018 0:00,Medium,§ç Träng Dinh,Not Verified
212,11.4425,107.9908797,Lam Dong,Di Linh,Hoa Bac,692,3,19,Trang Tre,BQL RPH Hũa Bắc - Hũa Nam,Poor evergreen broad-leaved natural forest,Natural forest,11/21/2018 0:00,Medium,K' Briu,Not Verified
213,11.43,108.0336419,Lam Dong,Di Linh,Son Dien,693,5,5,Son Dien village,Forestry One Member Limited Liability Company Di Linh,Mixed natural bamboo forest,Natural forest,11/21/2018 0:00,Medium,K' B_a,Not Verified
214,11.379,108.2640597,Lam Dong,Di Linh,Tam Bo,727,6,1,Tam Bo,Forestry One Member Limited Liability Company Tam Hiep,Mixed natural bamboo forest,Natural forest,11/21/2018 0:00,Low,,Not Verified
215,11.3729,108.1595767,Lam Dong,Di Linh,Bao Thuan,722,11,5,Bao Thuan,Forestry One Member Limited Liability Company Bao Thuan,Poor deciduous broadleaf natural forest,Natural forest,11/21/2018 0:00,Low,K' Nhªs,Not Verified
216,11.3722,108.0300037,Lam Dong,Di Linh,Son Dien,716,1,12,Son Dien village,Forestry One Member Limited Liability Company Di Linh,Mixed natural bamboo forest,Natural forest,11/21/2018 0:00,Low,K' DØm,Not Verified
217,11.3709,108.0004502,Lam Dong,Di Linh,Son Dien,715,5,5,Son Dien village,Forestry One Member Limited Liability Company Di Linh,Mixed natural bamboo forest,Natural forest,11/21/2018 0:00,Low,K' NhiÓu,Not Verified
218,19.0593,104.586015,Nghe An,Tuong Duong,Tam Quang,713,2,2,,National park Pu Mat,Rich evergreen broad-leaved natural forest,Natural forest,9/8/2018 0:00,Medium,,Not Verified
